Name,Artist,Genre,Subgenre,Energy
Chichi,Periko & Jessi Leon,latin,latin pop,0.796
Hola - Acústico En Vivo,Dalex,latin,latin pop,0.471
Quiero Cantar,Abel Pintos,latin,latin pop,0.672
Aprendiz,Ale Aguirre,latin,latin pop,0.354
Celosa,Alejandro Gonzalez,latin,latin pop,0.939
Quisiera - Unplugged,Pasabordo,latin,latin pop,0.603
Mi Culpa,Princesa Alba,latin,latin pop,0.572
Algo contigo,Valeria Castro,latin,latin pop,0.0603
A Mí No Me Hables - Acústico,India Martinez,latin,latin pop,0.191
Ya Dímelo,Giselle Torres,latin,latin pop,0.885
El primer paso (con Taburete),Despistaos,latin,latin pop,0.85
Gimme de Tu Amor,Soraya,latin,latin pop,0.823
Cambias Mi Amor,Juan Ingaramo,latin,latin pop,0.658
Despertar,Sasha Sokol,latin,latin pop,0.615
Fantasias,Rauw Alejandro,latin,latin pop,0.703
Se Enterro,MV5,latin,latin pop,0.713
Te Seduce,N'Klabe,latin,latin pop,0.803
Una Noche,Rauw Alejandro,latin,latin pop,0.696
Fantasía,Ozuna,latin,latin pop,0.719
Música,DJ Luian,latin,latin pop,0.82
Infiel,Eix,latin,latin pop,0.514
MALA SANTA,Becky G,latin,latin pop,0.701
China,Anuel AA,latin,latin pop,0.808
Dime tú,Danny Ocean,latin,latin pop,0.648
Que Tire Pa Lante,Daddy Yankee,latin,latin pop,0.901
Patek,Ozuna,latin,latin pop,0.554
Como Olvidar,Eix,latin,latin pop,0.71
LA CANCIÓN,J Balvin,latin,latin pop,0.646
Aventura,Lunay,latin,latin pop,0.726
Whine Up,Nicky Jam,latin,latin pop,0.665
Perreito,Mariah,latin,latin pop,0.611
Qué Pena,Maluma,latin,latin pop,0.661
Si Te Vas,Sech,latin,latin pop,0.644
No Se Me Quita (feat. Ricky Martin),Maluma,latin,latin pop,0.869
Indeciso,Reik,latin,latin pop,0.748
Date La Vuelta,Luis Fonsi,latin,latin pop,0.825
"Yo x Ti, Tu x Mi",ROSALÍA,latin,latin pop,0.759
Mami,Piso 21,latin,latin pop,0.695
Adicto (with Anuel AA & Ozuna),Tainy,latin,latin pop,0.836
Bailemos,Manuel Turizo,latin,latin pop,0.626
QUE PRETENDES,J Balvin,latin,latin pop,0.791
Aleluya,Reik,latin,latin pop,0.716
Tutu,Camilo,latin,latin pop,0.832
11:00 PM,Maluma,latin,latin pop,0.712
Atrévete,Nicky Jam,latin,latin pop,0.675
Muito Calor,Ozuna,latin,latin pop,0.863
Con Calma,Daddy Yankee,latin,latin pop,0.86
Te Robaré,Nicky Jam,latin,latin pop,0.752
HP,Maluma,latin,latin pop,0.791
Un Año,Sebastian Yatra,latin,latin pop,0.382
Verte Ir,DJ Luian,latin,latin pop,0.647
Pretend,CNCO,latin,latin pop,0.883
No Lo Trates,Pitbull,latin,latin pop,0.808
Cúrame (feat. Manuel Turizo),Prince Royce,latin,latin pop,0.629
Si Supieras,Daddy Yankee,latin,latin pop,0.894
Cuaderno,Dalex,latin,latin pop,0.648
Perdóname,Mau y Ricky,latin,latin pop,0.448
Cristina,Sebastian Yatra,latin,latin pop,0.502
Instagram,Dimitri Vegas & Like Mike,latin,latin pop,0.906
Velitas,Darell,latin,latin pop,0.596
Amor Genuino,Ozuna,latin,latin pop,0.445
En Cero,Yandel,latin,latin pop,0.782
La Respuesta,Becky G,latin,latin pop,0.832
Ocean,KAROL G,latin,latin pop,0.482
DOLLAR,Becky G,latin,latin pop,0.5
De Cero,CNCO,latin,latin pop,0.676
Aullando,Wisin & Yandel,latin,latin pop,0.74
Latina (feat. Maluma),Reykon,latin,latin pop,0.713
Una Vida Para Recordar,Piso 21,latin,latin pop,0.776
Detective,Rauw Alejandro,latin,latin pop,0.787
Te Soñé De Nuevo,Ozuna,latin,latin pop,0.683
Por Eso Vine,Paulo Londra,latin,latin pop,0.646
Destino,Greeicy,latin,latin pop,0.761
No Te Vayas,Camilo,latin,latin pop,0.721
22,TINI,latin,latin pop,0.643
Secreto,Anuel AA,latin,latin pop,0.803
Guayo,Zion & Lennox,latin,latin pop,0.774
Contra La Pared,Sean Paul,latin,latin pop,0.588
Desconocidos,Mau y Ricky,latin,latin pop,0.771
Adictiva,Daddy Yankee,latin,latin pop,0.771
Reggaeton,J Balvin,latin,latin pop,0.74
Mañana Es Too Late,Jesse & Joy,latin,latin pop,0.772
R.I.P. (feat. Rita Ora & Anitta),Sofia Reyes,latin,latin pop,0.752
Callaita,Bad Bunny,latin,latin pop,0.624
Swing (Bonus Track),Danny Ocean,latin,latin pop,0.616
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,latin,latin pop,0.468
Como Tu No Hay Dos,Buxxi,latin,latin pop,0.896
Bailar Contigo,Carlos Vives,latin,latin pop,0.843
Como Le Gusta a Tu Cuerpo (feat. Michel Teló),Carlos Vives,latin,latin pop,0.954
No Te Pido Flores,Fanny Lu,latin,latin pop,0.881
Hace Tiempo,Fonseca,latin,latin pop,0.917
Arroyito,Fonseca,latin,latin pop,0.903
Una Vaina Loca,Fuego,latin,latin pop,0.882
El Doctorado,Tony Dize,latin,latin pop,0.765
Colgando en tus manos (con Marta Sánchez),Carlos Baute,latin,latin pop,0.65
Tengo Tu Love,Sie7e,latin,latin pop,0.741
Te Regalo Amores,R.K.M & Ken-Y,latin,latin pop,0.83
Niña Bonita,Chino & Nacho,latin,latin pop,0.91
Una Cita,Alkilados,latin,latin pop,0.83
Buscándote - Radio Edit,Mike Bahía,latin,latin pop,0.727
Ven A Bailar,Yámana,latin,latin pop,0.764
Mi primer millon,Bacilos,latin,latin pop,0.924
La Melodía,Joey Montana,latin,latin pop,0.836
Hace Tiempo,Fonseca,latin,latin pop,0.939
Pasos de gigantes,Bacilos,latin,latin pop,0.666
Procura,ChiChi Peralta,latin,latin pop,0.758
Todo Lo Que Quieres Es Bailar - feat. Descemer Bueno,Jorge Villamizar,latin,latin pop,0.834
Nota de Amor,Wisin,latin,latin pop,0.929
Te Viví,Villamizar,latin,latin pop,0.927
Prometo Olvidarte,Tony Dize,latin,latin pop,0.837
Amor Loquito,Josue Diaz,latin,latin pop,0.792
Bonita Si E´ (feat. Chelito de Castro),Donny Caballero,latin,latin pop,0.793
Solo Quiero Amarte (Feat. Pipe Calderon),Vela,latin,latin pop,0.877
Verano Azul,Juan Magán,latin,latin pop,0.87
Ayer La Vi,Angel Y Khriz,latin,latin pop,0.899
Estrellita,J-King y Maximan,latin,latin pop,0.838
Más Claro Que el Agua,Donny Caballero,latin,latin pop,0.817
El Que Manda Soy Yo,Victor Muñoz,latin,latin pop,0.892
Y Si Te Digo,Fanny Lu,latin,latin pop,0.739
Tú No Eres Para Mi,Fanny Lu,latin,latin pop,0.917
El Problemon,Bonka,latin,latin pop,0.776
Poquito a Poquito,Sonny & Vaech,latin,latin pop,0.798
"Tu Amor, More, More",Chino & Nacho,latin,latin pop,0.952
Una En Un Millón - New Mix,Joey Montana,latin,latin pop,0.901
Por Fin Te Encontré,Cali Y El Dandee,latin,latin pop,0.821
Único,Joey Montana,latin,latin pop,0.689
El Poeta,Chino & Nacho,latin,latin pop,0.727
Tengo Prisa,Dragon & Caballero,latin,latin pop,0.748
Dame Un Besito (feat. Chino & Nacho),Fainal,latin,latin pop,0.804
Carita Bonita,Erre XI,latin,latin pop,0.911
Tienes La Magia,Lil Silvio & El Vega,latin,latin pop,0.874
Me Rehúso,Danny Ocean,latin,latin pop,0.794
Contigo,Cali Y El Dandee,latin,latin pop,0.844
Tu Cariñito (feat. Buxxi),Any Victoria,latin,latin pop,0.815
Esa Boquita,Dragon & Caballero,latin,latin pop,0.772
Estando Contigo,Marielle Hazlo,latin,latin pop,0.845
Báilame,Nacho,latin,latin pop,0.869
Mi Mejor Canción - Álbum Versión,Gusi & Beto,latin,latin pop,0.937
Aguacero,Altafulla,latin,latin pop,0.755
Ruleta Rusa,Tony Dize,latin,latin pop,0.853
Y Si Te Digo - Version Merengue,Fanny Lu,latin,latin pop,0.83
Me Gusta,Yotuel,latin,latin pop,0.875
Si o No,Victor Muñoz,latin,latin pop,0.948
Me Marcharé (feat. Wisin),Los Cadillac's,latin,latin pop,0.785
Tus Ojos No Me Ven - feat. Joewell y Randy,Joey Montana,latin,latin pop,0.566
Tumbaye,Oscarcito,latin,latin pop,0.912
Pan y Mantequilla,Efecto Pasillo,latin,latin pop,0.812
Échame La Culpa,Luis Fonsi,latin,latin pop,0.892
Sé Que Te Duele,Alejandro Fernandez,latin,latin pop,0.855
La Alergia,Donny Caballero,latin,latin pop,0.879
Robarte un Beso,Carlos Vives,latin,latin pop,0.858
Se Acabó,Sanluis,latin,latin pop,0.881
Esperándote,Manuel Turizo,latin,latin pop,0.648
Amantes,Greeicy,latin,latin pop,0.681
Si Te Robo Un Beso,Confidentes,latin,latin pop,0.751
Bailando Fue,Andy Rivera,latin,latin pop,0.747
Cásate Conmigo,Silvestre Dangond,latin,latin pop,0.877
Dime,Cruz,latin,latin pop,0.766
Suena El Dembow,Joey Montana,latin,latin pop,0.859
Al Filo de Tu Amor,Carlos Vives,latin,latin pop,0.901
Que Va,Alex Sensation,latin,latin pop,0.835
Sin Maquillaje,El Nene la Amenazzy,latin,latin pop,0.734
Caminar de Tu Mano,Río Roma,latin,latin pop,0.872
Bailame Despacio,Xantos,latin,latin pop,0.719
Se Siente Bien,Dragon & Caballero,latin,latin pop,0.735
Material Sensual,Raes,latin,latin pop,0.738
Como Le Hago,Ezio Oliva,latin,latin pop,0.883
Volví a Nacer (feat. Maluma),Carlos Vives,latin,latin pop,0.78
Vamo´ a la calle,Carlos Baute,latin,latin pop,0.838
Chillax,Alkilados,latin,latin pop,0.851
Cuando Te Miro,Jesús & Yorky,latin,latin pop,0.929
Eres,Jota Y Leo,latin,latin pop,0.823
Lumbra,Cali Y El Dandee,latin,latin pop,0.84
"Rápido, Brusco, Violento",Juan Magán,latin,latin pop,0.863
Para Enamorarte,CNCO,latin,latin pop,0.676
Dime Si Volverás,Dragon & Caballero,latin,latin pop,0.826
Conga,Gloria Estefan,latin,latin pop,0.805
Get on Your Feet,Gloria Estefan,latin,latin pop,0.779
Mi Tierra,Gloria Estefan,latin,latin pop,0.668
Hoy - Spanish Version,Gloria Estefan,latin,latin pop,0.687
Can't Stay Away from You,Gloria Estefan,latin,latin pop,0.295
Don't Wanna Lose You,Gloria Estefan,latin,latin pop,0.356
Oye,Gloria Estefan,latin,latin pop,0.885
Si Voy a Perderte,Gloria Estefan,latin,latin pop,0.34
Words Get in the Way,Gloria Estefan,latin,latin pop,0.515
Ayer,Gloria Estefan,latin,latin pop,0.642
Coming Out of the Dark,Gloria Estefan,latin,latin pop,0.425
No Te Olvidaré,Gloria Estefan,latin,latin pop,0.445
Anything for You,Gloria Estefan,latin,latin pop,0.534
Abriendo Puertas,Gloria Estefan,latin,latin pop,0.858
Mi Buen Amor,Gloria Estefan,latin,latin pop,0.388
Wepa,Gloria Estefan,latin,latin pop,0.749
Rhythm Is Gonna Get You,Gloria Estefan,latin,latin pop,0.745
Everlasting Love,Gloria Estefan,latin,latin pop,0.817
Music of My Heart,*NSYNC,latin,latin pop,0.556
Tus Ojos,Gloria Estefan,latin,latin pop,0.661
Turn the Beat Around,Gloria Estefan,latin,latin pop,0.804
Tres Gotas De Agua Bendita,Gloria Estefan,latin,latin pop,0.793
1-2-3 - Single Version,Gloria Estefan,latin,latin pop,0.855
Here We Are,Gloria Estefan,latin,latin pop,0.467
Hablemos el Mismo Idioma,Gloria Estefan,latin,latin pop,0.66
No Me Dejes de Querer,Gloria Estefan,latin,latin pop,0.889
Reach (NBC Olympic Version),Gloria Estefan,latin,latin pop,0.832
Think I'm In Love Again,Paul Anka,latin,latin pop,0.463
No Llores,Gloria Estefan,latin,latin pop,0.823
One Day at a Time,Gloria Estefan,latin,latin pop,0.872
Cuts Both Ways,Gloria Estefan,latin,latin pop,0.309
I See Your Smile,Gloria Estefan,latin,latin pop,0.457
Píntame De Colores,Gloria Estefan,latin,latin pop,0.899
No Será Fácil,Gloria Estefan,latin,latin pop,0.204
Tres Deseos (Three Wishes),ITA - CACHAO,latin,latin pop,0.899
Oye Mi Canto - Single Version,Gloria Estefan,latin,latin pop,0.84
A Bailar,Gloria Estefan,latin,latin pop,0.827
Por un Beso,Gloria Estefan,latin,latin pop,0.455
Tu Fotografia,Gloria Estefan,latin,latin pop,0.497
It's Too Late,Gloria Estefan,latin,latin pop,0.504
Lo Nuestro,Gloria Estefan,latin,latin pop,0.601
Dr. Beat,Gloria Estefan,latin,latin pop,0.679
"Hold Me, Thrill Me, Kiss Me",Gloria Estefan,latin,latin pop,0.553
Un día a la vez,Gloria Estefan,latin,latin pop,0.849
Tabaco Y Chanel,Bacilos,latin,latin pop,0.576
Carito,Carlos Vives,latin,latin pop,0.888
Te quiero más,Enghel,latin,latin pop,0.831
Dame un Besito (feat. Frank Garcia),RD Maravilla,latin,latin pop,0.896
Hoy,Bonka,latin,latin pop,0.638
Como Soy,Mane de la Parra,latin,latin pop,0.768
Pan y Mantequilla,Efecto Pasillo,latin,latin pop,0.829
Sabes A Chocolate,Kumbia Kings,latin,latin pop,0.908
No Tengo Dinero,A.B. Quintanilla III Y Los Kumbia Kings,latin,latin pop,0.818
Chiquilla,A.B. Quintanilla III Y Los Kumbia Kings,latin,latin pop,0.908
Lo Que No Sabes Tú,Chino & Nacho,latin,latin pop,0.903
Qué Vida la Mía,Reik,latin,latin pop,0.802
Yo Quisiera,Reik,latin,latin pop,0.658
Dime Si Este Amor Se Acabo,Guille El Invencible,latin,latin pop,0.934
Niña Bonita,Chino & Nacho,latin,latin pop,0.917
Tu Angelito,Chino & Nacho,latin,latin pop,0.865
Lo Que No Sabes Tú,Chino & Nacho,latin,latin pop,0.914
Fruta Prohibida,Dragon & Caballero,latin,latin pop,0.776
Pasatiempo,Dragon & Caballero,latin,latin pop,0.924
El Toque del Amor,Dragon & Caballero,latin,latin pop,0.84
Se Siente Bien,Dragon & Caballero,latin,latin pop,0.734
A Escondidas (feat. Jessi Leon),Bonka,latin,latin pop,0.86
Cada Vez,Jerau,latin,latin pop,0.808
Enamorándome de Ti,Jerau,latin,latin pop,0.936
Te Doy Mi Vida,Lucas Arnau,latin,latin pop,0.759
La Rosa,Jorge Villamizar,latin,latin pop,0.867
Corazon Abierto,Victor Muñoz,latin,latin pop,0.866
Ya no me importas,Ferdy,latin,latin pop,0.833
Ven A Cumbiar,El Simbolo,latin,latin pop,0.78
Carita Bonita,Erre XI,latin,latin pop,0.904
Yin Yang,Jarabe De Palo,latin,latin pop,0.936
Es Por Tí,Juanes,latin,latin pop,0.764
Perfidia,Los Rabanes,latin,latin pop,0.892
Me Gustas Tu,Manu Chao,latin,latin pop,0.734
Conquista,Jerau,latin,latin pop,0.922
Volver a Sonreir (Version Barrio),Jerau,latin,latin pop,0.878
Bésame Bonito,Iskander,latin,latin pop,0.876
Te Quiero Amar,Pasabordo,latin,latin pop,0.751
Me Enamoro de Ti,El Combo Loco,latin,latin pop,0.508
Será Porque Te Amo,El Combo Loco,latin,latin pop,0.611
Desde Que No Estás,Fonseca,latin,latin pop,0.905
Para No Pensarte,Icarus,latin,latin pop,0.9
One Way,Divino,latin,latin pop,0.927
Te Mentiría,Gian Marco,latin,latin pop,0.718
Amor Narcótico,ChiChi Peralta,latin,latin pop,0.691
El Besito,Pasabordo,latin,latin pop,0.939
Te Mueres por Mi,Bacanos,latin,latin pop,0.777
Llueve el amor,Made famous by Tito el Bambino,latin,latin pop,0.689
Me Enamoré,Angel Y Khriz,latin,latin pop,0.865
Fanfarrón,Fanny Lu,latin,latin pop,0.88
Mi Persona Favorita,Río Roma,latin,latin pop,0.739
El tiempo,Afrodisiaco,latin,latin pop,0.791
Mi error,Afrodisiaco,latin,latin pop,0.864
Ojitos Cafe,18 Kilates,latin,latin pop,0.874
Chiquita Linda,Rocko y Blasty,latin,latin pop,0.931
Eres para Mí (with Anita Tijoux),Julieta Venegas,latin,latin pop,0.685
Andar Conmigo,Julieta Venegas,latin,latin pop,0.585
Lento,Julieta Venegas,latin,latin pop,0.745
Algo Está Cambiando,Julieta Venegas,latin,latin pop,0.6
En el 2000,Natalia Lafourcade,latin,latin pop,0.678
El Calendario,Pasabordo,latin,latin pop,0.866
Me Muero,La Quinta Estacion,latin,latin pop,0.74
Estar Enamorado,Golpe a Golpe,latin,latin pop,0.788
Tengo Tu Amor - Album Versión,Gusi & Beto,latin,latin pop,0.863
Amor De Feisbuk (Facebook),Danilo Parra,latin,latin pop,0.961
¿Y Por Que?,Danilo Parra,latin,latin pop,0.946
Comerte a Besos,Danilo Parra,latin,latin pop,0.955
Felicidad,Gondwana,latin,latin pop,0.667
Estar Contigo,Mike Bahía,latin,latin pop,0.759
Marry You,Bruno Mars,latin,latin pop,0.832
Bendito Tu Corazón - Remastered,Aleks Syntek,latin,latin pop,0.843
Don,Miranda!,latin,latin pop,0.738
Así Es la Vida,Elefante,latin,latin pop,0.67
Todos Me Miran,Gloria Trevi,latin,latin pop,0.877
Tu No Eres Para Mi,Fanny Lu,latin,latin pop,0.907
Fuck You,Lily Allen,latin,latin pop,0.904
Arrasando,Thalía,latin,latin pop,0.984
The Ketchup Song (Asereje) - Summer.radio edit,Megastylez,latin,latin pop,0.919
De la Noche a la Mañana,Elefante,latin,latin pop,0.635
Mentirosa,Rafaga,latin,latin pop,0.742
La Tierra del Olvido,Carlos Vives,latin,latin pop,0.605
Pa' Mayté,Carlos Vives,latin,latin pop,0.871
Entre Mi Vida y la Tuya,Fonseca,latin,latin pop,0.914
She Will Be Loved - Acoustic,Maroon 5,latin,latin pop,0.494
Don't You Worry Child - Acoustic Version,Swedish House Mafia,latin,latin pop,0.792
Misery - Acoustic Version,Maroon 5,latin,latin pop,0.591
Let Her Go - Acoustic,Passenger,latin,latin pop,0.0747
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,latin,latin pop,0.296
Princess of China - Acoustic,Coldplay,latin,latin pop,0.471
Collide - Acoustic Version,Howie Day,latin,latin pop,0.253
Sunday Morning - Acoustic,Maroon 5,latin,latin pop,0.666
Shut Up and Dance - Live Acoustic - 2015,WALK THE MOON,latin,latin pop,0.615
XO,John Mayer,latin,latin pop,0.377
Bad Day - Acoustic Version,Daniel Powter,latin,latin pop,0.401
The A Team - Acoustic,Ed Sheeran,latin,latin pop,0.264
1973 - Acoustic,James Blunt,latin,latin pop,0.378
This Love - Acoustic,Maroon 5,latin,latin pop,0.631
I'm Yours - Live,Jason Mraz,latin,latin pop,0.694
Here Without You - Acoustic Version,3 Doors Down,latin,latin pop,0.574
Cool Kids - Live from Spotify NYC,Echosmith,latin,latin pop,0.371
"How to Save a Life - Live in Nashville, TN - December 2006",The Fray,latin,latin pop,0.502
"Over My Head (Cable Car) - Live at Sirius Radio, NYC, NY - May 2006",The Fray,latin,latin pop,0.467
Everlong - Acoustic Version,Foo Fighters,latin,latin pop,0.344
Kings And Queens - Unplugged,Thirty Seconds To Mars,latin,latin pop,0.396
Just A Girl - Acoustic Live - German Radio,No Doubt,latin,latin pop,0.419
I Bet My Life - Live From Spotify London,Imagine Dragons,latin,latin pop,0.545
Demons - Live London Sessions / 2013,Imagine Dragons,latin,latin pop,0.361
One Call Away - Acoustic,Charlie Puth,latin,latin pop,0.258
The Middle - Acoustic Version,Jimmy Eat World,latin,latin pop,0.316
Heaven - MTV Unplugged Version,Bryan Adams,latin,latin pop,0.342
Misery Business - Acoustic Version,Paramore,latin,latin pop,0.511
Summer Of '69 - MTV Unplugged Version,Bryan Adams,latin,latin pop,0.609
Perfect - Stripped,One Direction,latin,latin pop,0.468
Radioactive - Live London Sessions / 2013,Imagine Dragons,latin,latin pop,0.554
Ocean Avenue Acoustic,Yellowcard,latin,latin pop,0.773
Ironic - Acoustic,Alanis Morissette,latin,latin pop,0.541
"Mr. Jones - Live At Chelsea Studios, New York/1997",Counting Crows,latin,latin pop,0.639
The Kill - Live,Thirty Seconds To Mars,latin,latin pop,0.307
Good Riddance (Time of Your Life),Green Day,latin,latin pop,0.432
Perfect - Acoustic Version,Simple Plan,latin,latin pop,0.419
Rock 'N' Roll All Nite - Live,KISS,latin,latin pop,0.984
Pardon Me - Acoustic,Incubus,latin,latin pop,0.388
Ignorance - Acoustic,Paramore,latin,latin pop,0.609
Are You Gonna Be My Girl - UK Acoustic Version,Jet,latin,latin pop,0.669
Message In A Bottle - Live,Thirty Seconds To Mars,latin,latin pop,0.383
Home - Acoustic Version,Daughtry,latin,latin pop,0.471
Broken - Live,Seether,latin,latin pop,0.675
It's Time - Live London Sessions / 2013,Imagine Dragons,latin,latin pop,0.497
Welcome to My Life - Acoustic,Simple Plan,latin,latin pop,0.413
Livin' On The Edge - Acoustic Version,Aerosmith,latin,latin pop,0.867
Shots - Acoustic (Piano) / Live From The Smith Center / Las Vegas,Imagine Dragons,latin,latin pop,0.388
Shots - Live From Spotify London,Imagine Dragons,latin,latin pop,0.733
Hurricane - Unplugged,Thirty Seconds To Mars,latin,latin pop,0.329
I'm Like A Bird - Acoustic Version,Nelly Furtado,latin,latin pop,0.628
I Will Wait - Live,Mumford & Sons,latin,latin pop,0.731
Riptide - Live from Spotify London,Vance Joy,latin,latin pop,0.356
Pompeii - Live From Capitol Studios/2013,Bastille,latin,latin pop,0.373
"Naive - Acoustic / Live At Abbey Road, 2005",The Kooks,latin,latin pop,0.672
Little Lion Man - Live,Mumford & Sons,latin,latin pop,0.643
It Ends Tonight - Acoustic Version,The All-American Rejects,latin,latin pop,0.442
Dust In The Wind (Acoustic Guitar Solo) - Live acoustic guitar solo,Kansas,latin,latin pop,0.408
When I'm Gone - Acoustic Version,Simple Plan,latin,latin pop,0.701
Happy - Live at Webster Hall,Pharrell Williams,latin,latin pop,0.945
A Beautiful Lie - Acoustic,Thirty Seconds To Mars,latin,latin pop,0.404
Imagine,Jack Johnson,latin,latin pop,0.179
"Dear Maria, Count Me In (Connect Sets Acoustic)",All Time Low,latin,latin pop,0.461
Best Friend - Live From The Village,Foster The People,latin,latin pop,0.68
Bad Romance - Live,Thirty Seconds To Mars,latin,latin pop,0.487
My Sacrifice - Live Acoustic,Creed,latin,latin pop,0.489
Six Feet Under The Stars (Acoustic),All Time Low,latin,latin pop,0.401
Photograph,Ed Sheeran,latin,latin pop,0.379
Better Together,Jack Johnson,latin,latin pop,0.346
Thinking out Loud,Ed Sheeran,latin,latin pop,0.445
Banana Pancakes,Jack Johnson,latin,latin pop,0.373
"Ooh La - Acoustic / Live At Abbey Road, 2005",The Kooks,latin,latin pop,0.642
"Magic - Live at the Enmore Theatre, Sydney",Coldplay,latin,latin pop,0.502
"A Sky Full of Stars - Live at the Royal Albert Hall, London",Coldplay,latin,latin pop,0.765
"She Moves In Her Own Way - Acoustic / Live At Abbey Road, 2005",The Kooks,latin,latin pop,0.598
"Sweet Child O' Mine - feat. Myles Kennedy and The Conspirators; Live at Spotify, London",Slash,latin,latin pop,0.538
Addicted - Acoustic,Saving Abel,latin,latin pop,0.562
Lucky - Spotify Session,Jason Mraz,latin,latin pop,0.62
All of Me - Live from Spotify Milan,John Legend,latin,latin pop,0.15
We Are Young (feat. Janelle Monáe) - Acoustic [Acoustic],fun.,latin,latin pop,0.313
Fireflies - Live From Spotify NYC,Owl City,latin,latin pop,0.529
Good Time - Live From Spotify NYC,Owl City,latin,latin pop,0.692
Belief - Acoustic,John Mayer,latin,latin pop,0.472
Volví a Nacer - Live from Spotify,Carlos Vives,latin,latin pop,0.575
La Flaca - Acousique,Jarabe De Palo,latin,latin pop,0.231
Drive - Orchestral Live Version,Incubus,latin,latin pop,0.911
The Reason - Acoustic,Hoobastank,latin,latin pop,0.346
Para Tu Amor - MTV Unplugged,Juanes,latin,latin pop,0.487
Es Por Ti - MTV Unplugged,Juanes,latin,latin pop,0.532
Vuelve - MTV Unplugged Version,Ricky Martin,latin,latin pop,0.801
Cuando Nos Volvamos a Encontrar - Live from Spotify,Carlos Vives,latin,latin pop,0.723
Abrázame - Versión Acústica,Camila,latin,latin pop,0.266
Nada Valgo Sin Tu Amor - MTV Unplugged,Juanes,latin,latin pop,0.712
Vivir Sin Aire - Unplugged,Maná,latin,latin pop,0.707
Volverte A Ver - MTV Unplugged,Juanes,latin,latin pop,0.311
Inevitable - En Vivo,Shakira,latin,latin pop,0.704
El Duelo (feat. Ely Guerra),La Ley,latin,latin pop,0.445
Me Enamora - MTV Unplugged,Juanes,latin,latin pop,0.847
A Dios Le Pido - MTV Unplugged,Juanes,latin,latin pop,0.909
Dejar de Extrañarte,Franco Masini,latin,latin pop,0.666
Lo siento (feat. Sofía Reyes),Beret,latin,latin pop,0.463
Nadita,Las Villa,latin,latin pop,0.56
Algo De Mí,Franco Masini,latin,latin pop,0.661
Caída libre,Vanesa Martín,latin,latin pop,0.797
Mediterráneo,Jorge Drexler,latin,latin pop,0.588
Por Teléfono,V-One,latin,latin pop,0.687
Maldito miedo (feat. Soge Culebra),Alex Ubago,latin,latin pop,0.769
Más De Ti,Llane,latin,latin pop,0.746
Lucía,Andrés Calamaro,latin,latin pop,0.367
DIEZ MINUTOS (feat. Mario Bautista),Paula Cendejas,latin,latin pop,0.767
Mentira (feat. Ely Guerra),Beto Cuevas,latin,latin pop,0.725
Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,latin,latin pop,0.649
Buena,Manuel Medrano,latin,latin pop,0.595
Ya No Más,Pilar Pascual,latin,latin pop,0.216
Guerra Fría,LAGOS,latin,latin pop,0.504
3 Minutos,Tommy Torres,latin,latin pop,0.5
En el aire (feat. Abel Pintos),Vanesa Martín,latin,latin pop,0.53
La Lá,Mike Bahía,latin,latin pop,0.686
Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),Paulo Londra,latin,latin pop,0.697
Ya No Soy Así,Cruz,latin,latin pop,0.746
Rayando El Sol (feat. Pablo Alborán),Maná,latin,latin pop,0.456
Tal Vez,Paulo Londra,latin,latin pop,0.655
Un Poquito,#TocoParaVos,latin,latin pop,0.657
De tus ojos - Versión Carlos Jean,Vanesa Martín,latin,latin pop,0.497
Rosa,Anitta,latin,latin pop,0.673
El Despertar,Nil Moliner,latin,latin pop,0.87
El Ultimo Romántico,V-One,latin,latin pop,0.672
Me llama,Beret,latin,latin pop,0.55
No te enamores,Efecto Pasillo,latin,latin pop,0.761
Siempre me quedará,Bebe,latin,latin pop,0.578
¿Qué Tiene?,Ximena Sariñana,latin,latin pop,0.534
Me Rehúso,Danny Ocean,latin,latin pop,0.804
A punto (feat. Delfina Campos),Amigos Raros,latin,latin pop,0.769
Dembow,Danny Ocean,latin,latin pop,0.744
Aquí (feat. María José),Beto Cuevas,latin,latin pop,0.724
No vaya a ser,Pablo Alborán,latin,latin pop,0.687
La Vida Sin Ti,Piso 21,latin,latin pop,0.757
Sube la radio,Nek,latin,latin pop,0.884
Toda La Noche,Alok,latin,latin pop,0.819
3 A.M.,Jesse & Joy,latin,latin pop,0.84
Carita de buena,Efecto Pasillo,latin,latin pop,0.945
Silencio,Jorge Drexler,latin,latin pop,0.568
Me haces bien,Jorge Drexler,latin,latin pop,0.607
Lucero,Julia Zenko,latin,latin pop,0.67
Animal,Las Villa,latin,latin pop,0.7
Eso Que Me Das,Juan Pablo Vega,latin,latin pop,0.688
Deseos de usar y tirar,Bunbury,latin,latin pop,0.482
Big Mad,KV$HKEY,latin,latin pop,0.543
I Wonder Where,Glenn Gatsby,latin,latin pop,0.926
Woah!,Tae-EM,latin,latin pop,0.642
Between the Lines,Cincere,latin,latin pop,0.704
We Party (Mixed & Mastered),Maniaxo,latin,latin pop,0.67
Island Of Tears - Radio Edit,Gliffo,latin,latin pop,0.795
